movie_id,actor_rating,director_rating,genre_rating,language_rating,region_rating,writer_rating,date,movie_rating
30306597,8.3,8.3,6.562727252695553,7.577777756585015,7.950000047683716,8.3,2016,8.3
19425128,5.7,5.7,7.258522285478692,7.172740862741677,7.1934713483995685,5.7,2010,5.7
34865445,6.7,6.7,7.017399714684907,7.010169483174039,6.7924600439502525,6.699999809265138,2019,6.7
25947426,8.9,8.9,6.982031907149133,7.172740862741677,7.1934713483995685,8.9,2014,8.9
6129642,7.8,7.8,7.080535458189382,6.835231566715404,6.766552740475162,7.8,2011,7.8
5985871,5.7,5.574999928474426,5.9004830800683115,6.396703282555381,6.208108086843747,5.7,2011,5.7
27109389,8.1,8.1,8.1,6.835231566715404,7.250000014143474,8.1,2017,8.1
4826409,8.2,8.199999809265138,6.982031907149133,7.880000042915344,7.079833240609758,8.199999809265138,2010,8.2
5908527,7.2,7.2,7.006400572117719,5.95042567028278,5.867254762306295,7.2,2011,7.2
24754090,6.2,6.2,6.2,7.172740862741677,7.1934713483995685,6.2,2013,6.2
25836152,7.4,8.050000071525574,6.982031907149133,7.172740862741677,7.1934713483995685,8.050000071525574,2014,7.4
5258869,8.1,8.1,8.1,6.835231566715404,6.766552740475162,8.1,2010,8.1
11614470,7.3,7.300000190734862,6.410071190476433,6.727652799302358,6.724503308731989,7.300000190734862,2012,7.3
27168417,3.3,3.3,6.5700928692332425,6.835231566715404,6.766552740475162,3.3,2017,3.3
5294292,9.1,9.1,7.464277048736702,7.172740862741677,7.1934713483995685,8.200000286102295,2010,9.1
25838942,6.8,7.766666889190674,6.982031907149133,7.1615808834047865,7.138484843571981,7.880000019073488,2014,6.8
25798132,6.0,5.574999928474426,6.1572497556736305,6.396703282555381,6.208108086843747,6.0,2013,6.0
26761247,4.9,4.9,6.408914391592552,6.68553192311145,6.643186593205674,4.9,2016,4.9
6804360,5.6,5.599999904632568,6.525295061772064,7.172740862741677,7.1934713483995685,5.599999904632568,2012,5.6
26894538,4.8,4.8,4.8,6.68553192311145,6.643186593205674,4.8,2016,4.8
26789758,4.7,4.7,5.444303829458696,6.68553192311145,6.643186593205674,4.7,2016,4.7
26959749,8.1,8.1,6.641675731951575,6.835231566715404,7.250000014143474,8.1,2016,8.1
26851893,7.3,7.3,7.3,6.835231566715404,6.766552740475162,7.3,2016,7.3
24532238,6.5,6.5,6.128142380740937,6.997426474795621,6.9490066174639775,6.5,2013,6.5
30282504,6.4,6.4000000953674325,7.017399714684907,6.997426474795621,6.708276417921297,6.4000000953674325,2018,6.4
27195090,4.7,4.449999809265137,5.9004830800683115,5.95042567028278,5.867254762306295,4.699999809265137,2017,4.7
26360998,8.2,8.2,6.982031907149133,7.010169483174039,6.818367347425344,8.2,2015,8.2
27043729,7.3,7.3,6.641675731951575,6.480297576728409,6.818367347425344,7.3,2017,7.3
30324775,4.9,4.850000023841859,7.464277048736702,5.95042567028278,5.867254762306295,4.900000095367432,2019,4.9
26307627,3.7,3.7,6.982031907149133,6.835231566715404,6.766552740475162,3.7,2015,3.7
4896275,8.0,8.0,7.0529763903441385,7.172740862741677,7.1934713483995685,8.0,2010,8.0
10813805,8.0,8.0,6.982031907149133,5.95042567028278,5.867254762306295,8.0,2012,8.0
10539605,7.9,7.9,7.287248344229371,7.322222206327651,7.210344824297675,7.9,2012,7.9
27017811,7.9,7.9,6.641675731951575,6.835231566715404,6.766552740475162,7.9,2017,7.9
10740231,7.5,7.5,6.982031907149133,6.68553192311145,6.643186593205674,7.5,2012,7.5
