movie_id,actor_rating,director_rating,genre_rating,language_rating,region_rating,writer_rating,date,movie_rating
1863766,7.992307818852937,8.525000095367433,7.050101011469718,7.065464904382213,7.054653139283816,7.483333428700764,2010,8.3
1866471,7.326375106791673,6.9666666984558105,6.678155523844762,7.065464904382213,7.054653139283816,7.1445710407168255,2011,7.1
1866479,7.530926458645512,7.8499999046325675,6.677281028690595,7.0709677390626995,7.054653139283816,7.944999885559082,2012,8.2
1889242,7.590923675007367,7.866666793823242,7.369384712195807,7.065464904382213,7.054653139283816,7.800000190734862,2012,7.8
1889243,8.19162143561596,8.950000047683718,6.937239853006253,7.065464904382213,7.229824001386782,8.815000104904176,2014,9.3
1904722,6.094829788770264,5.699999809265138,6.545797475753418,7.065464904382213,7.054653139283816,5.7958332498868295,2019,5.7
1905779,6.816623982277467,6.699999809265138,7.186988736412685,7.065464904382213,7.054653139283816,6.699999809265138,2019,6.7
1907465,7.06431544545237,6.549999952316284,7.068531007895332,7.274817396301224,7.344229356862643,7.0999999046325675,2012,7.1
1907966,7.753918598923419,8.699999809265138,7.050101011469718,7.065464904382213,7.054653139283816,8.699999809265138,2013,8.7
1927366,6.7644973034099,7.425000071525574,7.23432228355785,7.065464904382213,7.054653139283816,6.049999952316284,2017,6.4
1929463,8.349166875415378,8.133333365122478,6.938945768911755,7.1484333910772575,7.032039907687111,8.500000238418579,2012,9.1
1945750,7.4231347874989595,7.75,7.604331381056317,7.065464904382213,7.054653139283816,7.549999816077096,2019,7.7
1950330,8.199999809265138,8.049999952316284,7.365690563360866,7.407261726164082,7.2384376913494,8.049999952316284,2018,8.2
1966182,7.8255902598965665,8.399999936421713,6.678155523844762,7.065464904382213,7.260659879133383,7.919999959355309,2012,8.3
1972729,7.57839907303191,7.119999980926512,6.96711964793454,7.065464904382213,7.253741663981531,7.4633332729339585,2011,8.2
1972738,7.131666572888693,6.4000000953674325,6.9419763403940795,7.065464904382213,6.9681818376887925,6.274999976158142,2019,6.5
1978709,8.132916924357415,8.600000381469728,6.926241859053887,7.299193344016127,7.054653139283816,8.250000317891441,2010,8.6
1981645,6.78666655222575,7.1333333651224775,7.165861214069261,7.065464904382213,7.431788073470262,6.52142858505249,2010,6.7
1985677,6.875770003840746,6.950000047683716,6.677281028690595,7.065464904382213,7.054653139283816,6.856250077486037,2012,6.4
2010972,7.494504002919272,6.600000143051148,6.857125137816485,7.065464904382213,7.054653139283816,6.0333333015441895,2011,7.4
2024966,6.853435516033044,6.960000133514403,7.017911269146303,7.065464904382213,7.054653139283816,7.1500000953674325,2017,6.8
2028585,7.416249964303441,7.5999999046325675,6.957519581338437,7.065464904382213,7.054653139283816,7.6361109945509185,2011,7.6
2028669,7.226309481688907,7.866666793823242,6.910786701212697,7.065464904382213,7.260659879133383,7.748124834895134,2011,7.7
2028677,7.485410375611764,8.300000071525574,7.062780753892853,7.065464904382213,7.298972469459027,7.635714190346854,2011,7.7
2033822,7.305803693605193,7.300000190734862,6.860064372238384,7.065464904382213,7.054653139283816,7.300000190734862,2010,7.3
2049435,7.132183053991864,6.625,6.676449607939259,7.065464904382213,7.232564667453411,7.49083338578542,2013,7.1
2051007,7.686994554351872,7.639999961853027,6.791257511588707,7.065464904382213,7.232564667453411,8.312499940395355,2010,8.3
2063914,6.584395393725918,6.9000000953674325,6.67876577284171,7.229434781211343,7.243482001638976,6.588095278966994,2014,6.5
2072478,7.467662308157609,7.0999999046325675,6.900563645691506,7.065464904382213,7.054653139283816,7.6,2010,7.6
2083735,6.561255312585211,6.459999847412108,6.6315530022644165,7.065464904382213,7.1133439714582325,6.449999809265138,2014,6.2
2117898,6.770634843243491,5.75,6.545797475753418,7.065464904382213,7.133535957952549,5.699999809265138,2012,5.7
2127789,6.793143939068824,6.699999809265138,7.123943146340518,7.065464904382213,7.054653139283816,6.699999809265138,2012,6.7
2129132,7.519047593983103,7.425000071525574,6.676449607939259,7.065464904382213,7.054653139283816,7.326634016691469,2012,7.5
2131291,6.750498973052095,8.0,6.938945768911755,7.065464904382213,7.054653139283816,7.1857142107827325,2010,6.7
2131654,6.869848447883284,6.8999998569488525,6.678155523844762,7.065464904382213,7.054653139283816,6.199999888737995,2010,6.1
2131669,6.9508776588475545,7.639999961853027,6.67734564029484,7.065464904382213,7.126431998670127,6.371666598320007,2016,6.1
2131940,7.346838534400117,8.099999904632567,6.678155523844762,7.065464904382213,6.844428235074317,7.216666539510093,2016,7.7
2132473,7.3164892254247285,7.433333396911621,6.480418516656643,7.372264780398496,7.054653139283816,7.22066663901011,2013,7.5
2147836,6.764139596363167,7.0,6.666915147377403,6.555747526345947,7.054653139283816,5.599999904632568,2011,5.7
2147872,6.623479962523604,6.300000190734862,6.7886830409531065,7.065464904382213,7.054653139283816,5.825000047683716,2014,6.3
2153526,7.33166655557496,6.5999999046325675,6.591565839077387,6.997311794252656,7.054653139283816,7.0999999046325675,2010,7.2
2158222,7.224242375836228,7.166666666666668,6.570306403115247,7.065464904382213,7.126431998670127,7.239999914169313,2010,7.1
2174535,7.298578397510878,7.0999999046325675,6.6576175717132005,7.065464904382213,7.054653139283816,7.0999999046325675,2010,7.7
2209575,8.271905390590192,7.7399999618530275,7.365690563360866,7.25730872741854,7.054653139283816,7.7399999618530275,2014,8.5
2210143,7.2956565028489235,7.2399999618530275,6.736192634939702,7.065464904382213,7.054653139283816,6.301110998789469,2011,5.7
2269893,6.3066667503780796,6.1333333651224775,6.532166735058496,7.065464904382213,7.054653139283816,5.9000000953674325,2010,5.9
2275370,7.027946248766344,7.9000000953674325,6.85235608414438,7.065464904382213,7.054653139283816,7.9000000953674325,2010,7.9
2303163,7.478667515381974,7.866666634877522,6.899838283511069,7.065464904382213,7.054653139283816,7.800000190734862,2010,7.8
2303845,6.973501902458669,7.300000190734862,6.372053292417289,6.046030148309679,6.260878484119438,7.300000190734862,2015,7.3
2325873,6.03071903535642,5.099999904632568,6.791257511588707,7.065464904382213,6.838969567981534,5.866666575272879,2014,5.1
2334904,7.657571383261169,8.300000071525574,6.85235608414438,7.369135960126481,7.054653139283816,7.691666762034098,2010,8.8
2336785,7.328710514624862,7.039999961853027,6.791257511588707,7.065464904382213,7.054653139283816,7.066666762034098,2010,7.3
2338070,5.957812639574209,5.800000190734862,6.5519839477344215,7.065464904382213,7.0114174884863045,5.9000000953674325,2017,5.8
2363876,7.2253614617618735,7.333333333333332,6.6576175717132005,7.143446717469513,7.232564667453411,6.9460317672245075,2012,7.1
2363919,6.088888888888889,6.0,6.8828813536745415,7.065464904382213,7.054653139283816,6.125,2010,5.0
2364051,6.768222302330866,6.300000031789143,6.74873577847267,7.065464904382213,7.0114174884863045,6.375000166893005,2015,6.3
2364054,6.838086427435463,6.5666667620340995,6.563304545792482,7.065464904382213,7.054653139283816,6.2500001192092896,2011,5.9
2368641,7.257306407818838,6.75,6.574749386579759,7.065464904382213,7.054653139283816,6.9666666984558105,2010,7.0
2567647,7.905866297068768,8.399999618530272,7.164283605573895,7.393404658040472,7.432310863994139,8.399999618530272,2012,8.4
2973079,7.8022142794436204,8.399999936421713,6.678155523844762,7.065464904382213,7.260659879133383,7.919999959355309,2014,8.5
2974278,7.786389031675126,7.800000190734862,6.860064372238384,7.065464904382213,7.054653139283816,7.800000190734862,2010,7.8
2974280,7.157936531399924,6.699999809265138,6.85235608414438,7.065464904382213,7.054653139283816,6.699999809265138,2010,6.7
2977957,6.849663015016737,6.9000000953674325,6.66580117070113,7.065464904382213,7.054653139283816,7.266666677263047,2016,6.9
2994851,5.635062174230665,5.059999942779541,6.1112630473502945,6.046030148309679,6.0168859088101305,5.099999825159709,2012,4.7
2996790,7.416622550198526,6.550000190734862,6.9125284332141685,7.065464904382213,7.054653139283816,7.575000166893005,2011,7.8
2997052,7.616666596159974,8.049999952316284,6.85235608414438,7.449152550454867,7.424193543772542,7.7499999205271415,2011,7.6
2997076,7.781884667883571,8.300000071525574,7.1087042179694935,7.274817396301224,7.054653139283816,7.9000000953674325,2013,7.9
2997134,6.891149537072496,7.333333174387613,6.676449607939259,7.065464904382213,7.054653139283816,6.416666587193808,2010,6.6
2998340,6.7666802909566375,7.199999809265138,6.72237672549758,7.216924540992537,7.224308487081558,6.699999809265138,2011,6.7
2998373,7.703783778745898,7.9000000953674325,7.248207381780074,7.065464904382213,7.421132134546633,7.75,2014,7.7
2998376,7.031448400682873,6.350000023841858,6.949007297899224,7.25730872741854,7.054653139283816,6.960000038146973,2015,6.9
2998456,6.556616407092821,5.2,6.8761088200221385,7.065464904382213,7.054653139283816,5.199999809265137,2010,5.2
3000078,7.433333218097688,6.774999976158142,7.0923636040148725,7.065464904382213,7.054653139283816,7.7,2010,7.7
3003836,7.17721076887481,6.5,7.080375577702243,7.065464904382213,7.054653139283816,7.199999809265138,2010,7.2
3005387,7.571666518847147,7.699999809265138,7.077408078584321,7.484169888220237,7.431788073470262,7.1249998807907104,2011,7.7
3006783,6.710634902166943,6.1333333651224775,6.535056491453395,7.065464904382213,7.054653139283816,7.083333253860474,2011,7.1
3008256,6.876587254282027,6.199999809265138,6.574749386579759,7.065464904382213,7.054653139283816,6.199999809265138,2010,6.2
3011235,7.853637662768023,7.639999961853027,6.791257511588707,7.065464904382213,7.232564667453411,8.312499940395355,2011,8.9
3011459,7.382396781331017,7.699999809265138,6.747537383503427,7.065464904382213,7.054653139283816,7.171428544180733,2010,7.7
3011484,7.730952535356794,7.75,6.6636923122406015,7.065464904382213,7.054653139283816,7.800000190734862,2010,7.8
3012013,7.318630862551391,7.2399999618530275,6.651738188147175,7.197029342860088,7.054653139283816,7.2249999046325675,2014,7.7
3012033,6.1535714353833875,5.6500000953674325,6.314646458384965,7.065464904382213,7.239423341528179,5.299999952316284,2016,6.0
3012819,6.900192819942127,6.5,6.8762618941551175,7.065464904382213,7.198095213420807,6.5,2010,6.5
3014200,7.125442228334954,6.53333346048991,7.080375577702243,7.065464904382213,7.054653139283816,6.674603272998144,2011,6.8
3014399,5.957878790479717,5.5,6.571874793381142,7.065464904382213,7.054653139283816,6.049999952316284,2014,5.5
3014557,6.879510132602721,6.3666666348775225,6.6636923122406015,7.065464904382213,7.054653139283816,7.6500000953674325,2013,7.3
3017651,6.875873064048707,5.5,6.678155523844762,7.065464904382213,7.054653139283816,5.5,2011,5.5
3023164,7.575557139181035,8.300000190734862,7.46452339823266,7.065464904382213,7.054653139283816,7.8625,2011,8.3
3024838,7.0492560004020905,7.333333333333332,6.8515637647378655,6.742160619528666,7.054653139283816,7.144444359673394,2013,7.0
3025375,7.531040679760821,6.6499998569488525,6.678155523844762,7.065464904382213,7.054653139283816,7.375980357562794,2016,7.6
3025447,7.066528902270577,7.199999809265138,6.535056491453395,7.450391725607699,7.054653139283816,6.166666666666666,2013,7.7
3026555,6.616856125526098,6.4000000953674325,7.0266336676983885,7.065464904382213,7.140549996355543,6.4000000953674325,2010,6.4
3026559,7.535168186734375,8.266666412353517,7.369384712195807,7.065464904382213,7.243482001638976,7.683333237965902,2018,7.7
3036464,7.650396940684078,7.800000190734862,6.574749386579759,7.065464904382213,7.209144751460088,7.758333524068195,2010,7.8
3036465,7.552733607855632,8.199999809265138,6.684079501797443,7.065464904382213,7.532173082106253,7.999999841054279,2017,8.2
3036478,7.59764895189417,7.699999809265138,7.050101011469718,7.322746172522214,7.054653139283816,7.779166638851166,2011,7.7
3041264,6.690586172282955,6.299999952316284,6.563304545792482,7.065464904382213,7.054653139283816,6.1,2011,6.1
3041269,7.130613070640347,7.199999968210857,6.66580117070113,7.065464904382213,7.054653139283816,7.4000000953674325,2011,7.4
3041294,6.442989302690696,6.459999847412108,6.480418516656643,7.229434781211343,7.192954996961238,6.5249998569488525,2010,6.7
3041298,7.761835611236763,7.9000000953674325,6.786977125047605,7.393404658040472,7.432310863994139,7.9000000953674325,2010,7.8
3058964,7.419722185311495,7.5999999046325675,7.23432228355785,7.065464904382213,7.054653139283816,7.5999999046325675,2012,7.6
3059389,6.570897578199704,6.300000190734862,7.23432228355785,7.065464904382213,7.054653139283816,6.437500178813933,2018,6.3
3059403,7.168604904216723,7.600000063578287,6.926241859053887,7.271580831332048,7.182710896299728,7.376666517257692,2010,7.2
3066739,7.477255588732326,7.2399999618530275,6.676449607939259,7.208701788781878,7.054653139283816,6.6499998569488525,2010,7.6
3068193,6.850178142715497,7.166666666666668,6.6636923122406015,7.065464904382213,7.054653139283816,6.699999928474426,2013,6.1
3068206,8.042441276769656,7.53333346048991,6.6576175717132005,7.3918017207684565,7.210439853609639,7.503333428700764,2011,8.3
3071441,7.4485095979748195,7.633333206176758,6.786977125047605,7.360422937458707,7.278383455778422,7.5499999761581424,2013,7.5
3071469,7.379316239801906,7.280000019073486,6.949007297899224,7.25730872741854,7.054653139283816,7.0999999046325675,2010,7.1
3072064,7.770234063589459,7.6500000953674325,7.2643156267346445,7.369135960126481,7.278780482964712,8.100000381469728,2016,8.1
3072185,7.091740059677933,6.600000023841858,7.041131370680421,7.065464904382213,7.054653139283816,6.611904814129784,2010,6.8
3073073,7.240215435411856,7.5,6.860064372238384,7.065464904382213,7.410476195623004,7.149999976158142,2011,7.5
3073158,7.310042740952254,7.5999999046325675,7.369384712195807,7.065464904382213,7.421132134546633,7.375,2012,7.6
3073268,7.616110939449733,7.699999809265138,7.46452339823266,7.065464904382213,7.054653139283816,7.699999809265138,2016,7.7
3073647,6.9342778595288594,6.5666667620340995,6.9125284332141685,7.065464904382213,7.232564667453411,6.7333334287007665,2010,6.8
3074503,6.213826569002501,6.0,7.172719972918488,6.555747526345947,6.515617707599782,6.235714333398001,2010,6.4
3074533,6.778889030880397,6.100000063578287,7.243305361084277,7.065464904382213,7.304054054054054,6.25,2010,6.8
3075287,7.799779556941313,8.099999904632567,6.66580117070113,7.065464904382213,6.9844099001936915,8.5,2011,8.5
3077408,6.587393237688603,5.800000190734862,6.583296091283798,7.065464904382213,7.054653139283816,6.3916668097178135,2011,5.8
3077412,6.445735963727489,6.700000047683716,6.817197213773032,7.011224941988207,6.0168859088101305,6.217857207570757,2015,7.4
3077734,6.828850950556571,6.7,6.67734564029484,7.065464904382213,7.232564667453411,6.7,2011,6.7
3077742,6.8555205105185815,6.4000000953674325,6.6705702243732325,7.065464904382213,7.054653139283816,6.616666793823242,2014,6.4
3078384,7.542708315277275,7.5,6.666915147377403,7.065464904382213,7.421132134546633,7.700000047683716,2010,7.5
3078390,6.1437160908580415,5.666666666666668,6.953261311248096,6.956988315852415,6.0168859088101305,6.3805555899937945,2014,5.9
3078391,6.518601122356597,5.699999809265138,6.9125284332141685,7.065464904382213,7.054653139283816,5.699999809265138,2013,5.7
3078514,7.49060654638846,8.349999904632567,7.084676348319977,7.065464904382213,7.054653139283816,7.5,2011,7.7
3078521,6.866172900086357,7.5250000953674325,7.23432228355785,6.682732547558537,7.054653139283816,6.3,2011,6.3
3078549,6.734656075068883,6.0333333015441895,6.651738188147175,7.065464904382213,7.054653139283816,6.633333312140571,2018,6.5
3078609,7.175417829409383,6.549999952316284,6.79460701890579,7.065464904382213,7.054653139283816,6.762499928474426,2010,7.2
3078753,7.130866576512707,7.049999952316284,6.6636923122406015,7.065464904382213,7.054653139283816,6.4000000953674325,2010,6.4
3095514,6.896910761505983,7.299999872843426,6.4664039464674445,7.407480602824401,7.343605615013028,6.633333206176758,2018,6.7
3097525,6.925967332980937,6.9000000953674325,6.578012492622088,7.065464904382213,6.9844099001936915,6.850000023841858,2011,6.9
3097572,7.042590667318888,8.133333365122478,6.786977125047605,7.065464904382213,6.515617707599782,7.094444523917304,2019,6.9
3101548,7.302169301522472,7.6500000953674325,6.956240144409312,7.25730872741854,7.054653139283816,7.5,2014,7.5
3103186,6.691071376914071,6.5999999046325675,6.596767134608522,7.369135960126481,7.28720541955646,6.5999999046325675,2012,6.6
3103683,7.351917009330349,7.049999952316284,7.059711932546293,7.065464904382213,7.054653139283816,6.5,2010,6.5
3104794,7.021726166066671,6.840000057220459,6.557821930298735,7.065464904382213,7.054653139283816,6.839999866485597,2010,7.5
3112738,6.37851063935808,6.449999809265138,7.23432228355785,7.065464904382213,7.230897991401378,5.699999809265138,2014,5.7
3120852,7.210754882164762,7.800000071525574,6.85235608414438,7.065464904382213,7.404492127693528,7.450000047683716,2010,7.5
3143676,7.206421588916403,7.5,6.314646458384965,7.229434781211343,7.054653139283816,7.636666647593181,2012,7.5
3148064,6.692592522833081,6.199999809265138,6.634777524748357,7.065464904382213,7.054653139283816,6.199999809265138,2011,6.2
3148089,6.520952490397862,6.300000190734862,7.012015044916756,7.065464904382213,7.054653139283816,7.025000015894573,2014,6.3
3155971,6.349444500605265,5.9000000953674325,6.926241859053887,7.065464904382213,7.054653139283816,5.9000000953674325,2011,5.9
3156086,7.66916671064165,7.9000000953674325,7.443011489051317,7.065464904382213,7.054653139283816,7.3500001430511475,2010,7.9
3156117,6.992740867037373,7.024999976158142,6.669359312366242,7.369135960126481,7.278780482964712,6.199999809265138,2011,6.2
3157583,6.652777782413693,6.200000047683716,6.678155523844762,7.065464904382213,7.0201836852512125,6.0916666587193795,2014,6.0
3168086,6.867575792368356,6.0,6.860064372238384,7.393404658040472,7.432310863994139,6.5,2010,6.0
3168089,7.7919274961774185,7.833333174387613,6.786977125047605,7.3496129865342485,7.232564667453411,7.468888735771179,2011,8.2
3168101,7.137373439039923,7.0,6.581590175378295,6.555747526345947,6.515617707599782,6.916666555404662,2018,7.2
3170961,7.131938783652117,6.9666666984558105,6.857125137816485,7.065464904382213,7.054653139283816,6.5999999046325675,2013,6.6
3179706,6.929365096205758,7.399999936421713,6.581590175378295,6.86522164697071,6.515617707599782,7.399999936421713,2012,6.9
3179758,6.603240858625482,6.300000190734862,6.8709009012537825,7.065464904382213,7.054653139283816,6.300000190734862,2010,6.3
3205624,7.699503857465017,8.299999872843424,7.443011489051317,7.274817396301224,7.054653139283816,7.962499856948851,2010,8.2
3212965,8.430000019073486,8.25,7.23432228355785,7.1466911820804375,7.149624068037907,8.25,2010,8.5
3213270,6.888888941870795,6.5,6.6727945309434284,7.065464904382213,6.5,6.5,2010,6.5
3217142,6.6765614159814595,6.4000000953674325,6.720626273409531,7.065464904382213,7.054653139283816,6.4000000953674325,2015,6.4
3217149,6.707333348945335,6.299999952316284,6.673260284014595,7.229434781211343,7.054653139283816,6.644000021616617,2014,6.5
3217165,7.304248857196182,7.9000000953674325,6.9125284332141685,7.065464904382213,7.054653139283816,7.337500035762787,2010,7.5
3217166,7.284070497649348,7.666666825612387,6.969453408941608,7.065464904382213,7.054653139283816,7.583333412806192,2017,7.5
3217169,7.394570631009562,8.199999809265138,7.412976114439026,7.065464904382213,7.054653139283816,8.899999618530273,2011,8.9
3217878,6.897829611173434,6.5,6.805847940140357,7.065464904382213,7.232564667453411,6.508333285649616,2010,6.5
3225261,6.400000135103863,6.300000190734862,6.860064372238384,7.065464904382213,7.405648992309248,6.300000190734862,2013,6.3
3227410,7.473580255595242,7.199999809265138,6.678155523844762,7.065464904382213,7.054653139283816,7.299999872843426,2011,7.7
3230115,6.352512722049467,5.8499999046325675,6.67734564029484,7.065464904382213,7.054653139283816,6.1249998807907104,2017,5.6
3230121,7.060416676104069,7.0,6.860064372238384,7.065464904382213,7.054653139283816,7.0,2010,7.0
3230155,6.6405362332617495,5.800000190734862,6.6636923122406015,7.065464904382213,7.054653139283816,5.800000190734862,2019,5.8
3231740,6.8818543527549485,7.400000254313152,6.651738188147175,7.065464904382213,7.054653139283816,6.409523952574958,2012,6.3
3231742,7.358542681702534,6.4000000953674325,6.563304545792482,6.555747526345947,6.515617707599782,7.1760948560596285,2013,7.8
3231823,6.992592661469071,6.9000000953674325,6.86291837257685,7.449152550454867,7.424193543772542,6.9000000953674325,2011,6.9
3233635,7.400715809689339,7.8499999046325675,6.900563645691506,7.065464904382213,7.054653139283816,7.199999904632567,2011,8.0
3239906,5.630666672388713,4.5,6.984396328316606,7.065464904382213,7.054653139283816,4.5,2011,4.5
3256172,6.597229483808789,5.9000000953674325,6.651738188147175,7.065464904382213,7.054653139283816,5.9000000953674325,2012,5.9
3259973,7.428404141012287,7.9000000953674325,7.068531007895332,7.347311857830943,7.054653139283816,7.9000000953674325,2010,7.9
3263814,7.2173634524113535,6.75,7.0554620043710505,7.065464904382213,7.054653139283816,7.383333524068195,2013,7.3
3267120,6.391020144590567,6.3666666348775225,6.786496233466545,6.7051236001522625,7.054653139283816,6.073333263397218,2010,6.1
3267195,5.6072138308250485,5.399999879655383,6.4664039464674445,6.103523551256733,6.057189541704514,4.905555460188125,2010,4.7
3268171,6.851527767048942,6.9000000953674325,6.545797475753418,7.065464904382213,7.054653139283816,6.3125,2010,6.5
3269019,6.602407465157684,6.550000190734862,7.080375577702243,7.065464904382213,7.054653139283816,7.1333333651224775,2011,5.8
3279069,6.861029366206942,6.5999999046325675,6.6636923122406015,7.065464904382213,7.054653139283816,6.5999999046325675,2010,6.6
3279080,6.636409633361473,6.9000000953674325,6.6576175717132005,7.25730872741854,7.054653139283816,7.028571469443184,2010,6.9
3279093,6.802078606642,6.300000031789143,6.783216022236706,7.065464904382213,7.054653139283816,6.21904756909325,2010,6.1
3279107,5.985481330976252,5.971428530556816,6.6727945309434284,6.046030148309679,6.0168859088101305,5.971428530556816,2010,6.8
3284396,6.9281250288089105,6.800000190734862,6.574749386579759,7.065464904382213,7.054653139283816,6.8,2010,6.8
3284397,7.376269857991827,8.0,7.365690563360866,7.065464904382213,7.054653139283816,8.0,2013,8.0
3285073,6.660945823583653,6.350000023841858,6.74873577847267,7.065464904382213,7.054653139283816,5.9,2011,5.9
3287562,7.486121413379752,7.717500174045563,7.050101011469718,7.065464904382213,7.243220606377037,7.824444590674506,2010,8.6
3287578,6.854999947547912,6.1,6.664698282201499,7.065464904382213,6.9844099001936915,6.1,2010,6.1
3289086,6.768437428275743,6.75,6.754516367492824,7.065464904382213,7.054653139283816,6.749999841054281,2010,6.7
3318306,6.954940879042923,6.559090964721912,6.6636923122406015,7.065464904382213,7.054653139283816,6.4000000953674325,2013,6.4
3319755,8.798906565705934,9.100000381469727,6.79460701890579,7.065464904382213,7.054653139283816,9.100000381469727,2010,9.1
3321409,7.506507995431077,7.699999809265138,6.798262095901622,7.065464904382213,7.232564667453411,7.462499856948851,2010,7.7
3326747,6.750242394534024,5.699999809265138,7.0929279525818325,7.065464904382213,7.054653139283816,6.133333206176758,2012,5.7
3338851,7.422555006970646,6.549999952316284,6.85235608414438,7.274506774612117,7.404492127693528,7.606666723887127,2011,7.9
3338862,6.860056866810778,7.1500000953674325,6.676449607939259,7.065464904382213,7.054653139283816,7.020833432674407,2015,6.9
