director_id,movie_count,avg_rating
1004981,1,7.800000190734863
1005009,2,6.450000047683716
1005013,1,7.599999904632568
1005041,2,7.400000095367432
1005060,1,7.800000190734863
1005064,3,7.1333333651224775
1005077,2,5.200000047683716
1005093,1,6.300000190734863
1005099,1,7.199999809265137
1005101,1,4.699999809265137
1005112,1,8.0
1005149,2,6.8500001430511475
1005170,1,7.900000095367432
1005177,4,7.799999952316284
1005252,1,6.699999809265137
1005264,1,6.699999809265137
1005269,1,8.100000381469727
1005311,2,6.349999904632568
1005319,3,5.96666685740153
1005347,1,6.5
1005384,1,6.699999809265137
1005407,1,6.699999809265137
1005450,2,6.650000095367432
1005454,1,6.300000190734863
1005497,1,6.900000095367432
1005503,2,7.25
1005836,1,6.5
1005849,1,7.400000095367432
1005901,2,7.050000190734863
1006274,2,7.450000047683716
1006351,3,5.533333460489909
1006381,1,5.300000190734863
1006473,1,5.800000190734863
1006650,1,7.199999809265137
1006670,1,5.800000190734863
1006692,1,7.099999904632568
1006702,1,4.300000190734863
1006956,3,6.833333333333333
1007028,2,7.650000095367432
1007073,1,6.5
1007078,3,8.033333460489908
1007133,1,6.199999809265137
1007152,6,6.5333333015441895
1007189,1,6.5
1007210,1,6.199999809265137
1007605,1,5.0
1007750,1,8.100000381469727
1007906,1,7.300000190734863
1008070,1,5.300000190734863
1008118,1,6.599999904632568
1008216,1,7.599999904632568
1008276,1,7.400000095367432
1008382,1,8.100000381469727
1009280,2,6.0
1009293,2,7.1499998569488525
1009297,1,7.599999904632568
1009374,1,6.599999904632568
1009396,2,6.299999952316284
1009398,4,7.425000071525574
1009442,3,6.600000063578288
1009469,2,6.700000047683716
1009499,2,7.300000190734863
1009507,2,5.549999952316284
1009519,2,7.199999809265137
1009525,4,5.200000047683716
1009528,1,6.300000190734863
1009531,1,7.5
1009536,2,6.200000047683716
1009550,1,6.199999809265137
1009551,1,6.599999904632568
1009555,2,7.5
1009561,3,6.900000095367432
1009570,1,7.800000190734863
1009586,2,7.5
1009596,1,7.5
1009599,2,7.299999952316284
1009618,5,5.219999885559082
1009626,1,7.0
1009639,4,6.825000047683716
1009643,1,8.300000190734863
1009652,2,6.75
1009655,1,6.800000190734863
1009701,1,6.599999904632568
1009704,3,7.766666730244954
1009750,1,6.900000095367432
1009753,2,6.800000190734863
1009795,1,7.900000095367432
1009805,1,7.099999904632568
1009818,1,4.599999904632568
1009827,2,7.549999952316284
1009832,1,6.800000190734863
1009873,1,5.599999904632568
1009915,1,6.0
1009936,1,6.300000190734863
1009968,1,6.5
1009974,1,6.599999904632568
1010080,1,7.800000190734863
1010141,1,7.300000190734863
1010146,1,5.900000095367432
1010245,2,7.450000047683716
1010250,1,5.0
1010252,4,7.225000023841858
1010292,1,5.400000095367432
1010314,1,8.800000190734863
1010322,1,7.900000095367432
1010465,2,7.299999952316284
1010467,1,7.0
1010542,3,7.166666666666667
1010552,3,7.566666603088379
1010553,1,6.599999904632568
1010581,1,8.199999809265137
1010607,2,6.800000190734863
1010646,1,8.300000190734863
1010662,2,5.849999904632568
1010723,1,9.100000381469727
1010731,4,6.324999928474426
1010810,1,7.5
1010884,2,8.75
1010933,1,6.900000095367432
1011017,1,7.400000095367432
1011045,1,7.800000190734863
1011336,1,6.599999904632568
1011513,1,5.5
1012516,2,5.75
1012521,3,8.299999872843424
1012532,1,6.900000095367432
1012543,1,6.300000190734863
1012545,1,7.199999809265137
1012546,3,5.833333492279053
1012557,4,5.125
1012561,1,8.0
1012631,1,6.400000095367432
1012646,2,7.699999809265137
1012654,1,6.400000095367432
1012784,1,7.099999904632568
1012953,2,7.199999809265137
1012965,1,7.199999809265137
1013702,2,7.599999904632568
1013757,1,7.300000190734863
1013760,1,6.699999809265137
1013777,1,6.599999904632568
1013778,1,6.400000095367432
1013792,1,6.199999809265137
1013808,1,7.900000095367432
1013854,1,4.699999809265137
1013899,2,6.750000238418579
1013907,5,7.2399999618530275
1013917,1,7.699999809265137
1013980,2,7.5
1013988,1,6.5
1013996,2,5.799999952316284
1014001,1,5.800000190734863
1014019,2,5.849999904632568
1014029,1,6.400000095367432
1014030,1,5.900000095367432
1014037,1,6.199999809265137
1014056,1,6.0
1014057,1,7.900000095367432
1014069,2,8.449999809265137
1014072,1,6.5
1014076,1,5.900000095367432
1014088,1,6.199999809265137
1014110,1,8.300000190734863
1014131,1,4.199999809265137
1014133,1,5.5
1014153,1,5.5
1014157,1,7.199999809265137
1014189,1,7.199999809265137
1014195,1,5.699999809265137
1014211,2,7.349999904632568
1014223,2,6.099999904632568
1014268,2,6.900000095367432
1014275,1,5.900000095367432
1014278,2,7.449999809265137
1014284,2,6.049999952316284
1014323,3,5.8666666348775225
1014327,2,5.900000095367432
1014337,1,6.900000095367432
1014373,1,6.900000095367432
1014376,2,7.1499998569488525
1014437,1,4.699999809265137
1014448,1,4.699999809265137
1014470,3,7.099999904632568
1014480,2,7.750000238418579
1014526,1,7.5
1014529,1,7.400000095367432
1014552,2,7.0
1014556,1,7.300000190734863
1014562,2,6.950000047683716
1014576,1,6.300000190734863
1014583,1,7.699999809265137
1014586,2,7.150000095367432
1014606,2,7.150000095367432
1014609,1,5.199999809265137
1014716,6,6.6833334763844805
1014747,4,5.525000095367432
1014798,1,5.800000190734863
1014805,1,7.300000190734863
1014812,2,7.699999809265137
1014825,1,8.399999618530273
1014891,1,6.199999809265137
1014926,1,6.400000095367432
1014929,1,6.400000095367432
1014996,3,8.266666412353516
1014998,1,7.199999809265137
1015109,1,7.099999904632568
1015149,1,7.199999809265137
1015202,1,7.900000095367432
1015259,1,7.900000095367432
1015268,1,7.900000095367432
1015421,1,6.599999904632568
1015510,2,7.750000238418579
1015633,3,8.233333269755045
1015771,2,9.099999904632568
1015842,1,8.5
1015961,1,7.599999904632568
1015964,1,8.100000381469727
1016059,1,6.5
1016597,2,6.8999998569488525
1016727,3,7.433333237965901
1016773,2,7.700000047683716
1017102,2,8.949999809265137
1017536,1,7.0
1017609,1,8.699999809265137
1017695,1,6.800000190734863
1017885,1,7.099999904632568
1017969,1,6.699999809265137
1017979,1,7.699999809265137
1017981,1,7.199999809265137
1018008,2,6.650000095367432
1018014,4,6.824999928474426
1018030,3,7.0333333015441895
1018044,2,6.299999952316284
1018049,4,7.299999952316284
1018056,1,5.800000190734863
1018067,1,6.699999809265137
1018073,1,6.400000095367432
1018081,1,6.699999809265137
1018091,2,6.8999998569488525
1018094,1,8.300000190734863
1018187,4,7.099999904632568
1018191,1,6.800000190734863
1018200,1,7.800000190734863
1018213,1,6.300000190734863
1018224,1,7.400000095367432
1018252,1,6.400000095367432
1018271,2,7.050000190734863
1018302,3,8.066666603088379
1018303,5,7.359999942779541
1018307,1,6.0
1018336,2,7.5
1018339,1,7.699999809265137
1018373,1,6.099999904632568
1018378,1,6.800000190734863
1018406,2,6.950000047683716
1018416,1,6.800000190734863
1018431,1,7.400000095367432
1018434,1,7.5
1018454,3,6.799999872843425
1018493,2,7.3999998569488525
1018509,1,7.400000095367432
1018574,1,7.800000190734863
1018682,2,7.3500001430511475
1018708,3,7.700000127156575
1018713,1,6.400000095367432
1018714,1,6.800000190734863
1018726,1,7.099999904632568
1018780,1,7.099999904632568
1018794,2,7.75
1018799,1,7.199999809265137
1018868,1,7.699999809265137
1018918,1,7.199999809265137
1018960,1,7.599999904632568
1018983,1,8.399999618530273
1019001,1,7.5
1019002,5,7.039999961853027
1019016,5,6.460000038146973
1019043,1,7.400000095367432
1019053,1,6.400000095367432
1019071,1,5.400000095367432
1019090,2,7.6499998569488525
1019106,4,7.7749998569488525
1019157,2,9.199999809265137
1019271,3,7.266666730244954
1019364,1,6.800000190734863
1019388,3,5.0
1019391,1,7.199999809265137
1019646,3,6.633333206176758
1019743,1,6.900000095367432
1019744,1,6.099999904632568
1019834,1,7.400000095367432
1019863,1,8.5
1019875,1,7.099999904632568
1019896,1,6.599999904632568
1019943,2,6.8500001430511475
1020151,1,8.100000381469727
1020287,1,7.0
1020531,1,5.800000190734863
1020684,1,4.5
1020895,1,7.599999904632568
1021999,3,7.433333396911621
1022410,1,7.900000095367432
1022570,3,6.0
1022575,1,7.400000095367432
1022587,3,5.633333206176758
1022593,1,6.699999809265137
1022631,1,7.800000190734863
1022652,2,8.000000238418579
1022678,2,8.950000286102295
1022703,1,6.699999809265137
1022710,3,6.3666666348775225
1022721,1,7.900000095367432
1022733,1,7.099999904632568
1022739,2,7.199999809265137
1022741,4,7.425000190734863
1022754,1,6.599999904632568
1022757,1,6.800000190734863
1022791,3,6.1333333651224775
1022803,1,8.699999809265137
1022817,2,7.599999904632568
1022881,2,6.449999809265137
1022905,1,7.5
1022935,1,7.800000190734863
1022959,1,5.400000095367432
1022982,1,5.800000190734863
1022994,1,7.699999809265137
1022999,5,5.139999961853027
1023008,1,6.300000190734863
1023009,1,6.300000190734863
1023010,3,6.833333333333333
1023020,1,7.599999904632568
1023040,5,6.7
1023041,1,7.099999904632568
1023090,2,6.25
1023093,1,5.599999904632568
1023116,1,7.099999904632568
1023139,1,6.099999904632568
1023144,2,7.050000190734863
1023158,1,7.199999809265137
1023219,1,7.5
1023230,1,7.099999904632568
1023278,3,5.599999904632568
1023279,2,6.950000047683716
1023331,1,6.300000190734863
1023381,1,5.300000190734863
1023398,1,7.599999904632568
1023405,4,6.774999976158142
1023464,1,6.699999809265137
1023468,4,6.224999904632568
1023524,1,5.900000095367432
1023549,1,6.199999809265137
1023555,1,5.900000095367432
1023616,1,7.300000190734863
1023812,1,8.100000381469727
1023814,1,6.699999809265137
1023888,2,7.5
1023896,1,8.699999809265137
1023902,1,7.5
1023957,2,6.0
1023975,2,8.0
1024184,2,7.049999952316284
1024241,1,4.0
1025148,5,7.7000000953674315
1025153,1,6.599999904632568
1025193,1,7.5
1025221,1,6.199999809265137
1025232,1,7.0
1025246,6,7.566666603088379
1025272,2,6.1499998569488525
1025303,2,7.849999904632568
1025363,1,7.699999809265137
1025366,1,7.199999809265137
1025417,1,6.599999904632568
1025465,1,8.199999809265137
1025469,2,7.099999904632568
1025476,1,5.0
1025526,4,4.6499998569488525
1025586,1,6.599999904632568
1025659,2,6.799999952316284
1025750,1,8.800000190734863
1026319,6,8.366666793823242
1026520,1,7.199999809265137
1026610,1,7.699999809265137
1026699,1,5.0
1027076,1,7.199999809265137
1027146,1,6.300000190734863
1027159,1,6.400000095367432
1027164,5,7.2399999618530275
1027182,3,7.0333333015441895
1027204,3,7.533333460489909
1027213,3,6.566666603088379
1027245,6,7.0333333015441895
1027257,3,7.5333333015441895
1027268,2,5.75
1027276,2,7.199999809265137
1027335,2,6.6000001430511475
1027346,1,6.599999904632568
1027414,1,7.900000095367432
1027416,1,6.699999809265137
1027430,1,6.5
1027437,1,6.0
1027452,1,6.0
1027514,1,8.600000381469727
1027521,1,6.199999809265137
1027553,1,6.699999809265137
1027580,2,7.1000001430511475
1027598,1,7.300000190734863
1027614,2,6.650000095367432
1027653,2,5.549999952316284
1027774,1,7.199999809265137
1027776,5,6.580000019073486
1027831,1,8.399999618530273
1027853,3,5.666666666666667
1027856,1,6.400000095367432
1027877,3,6.666666666666667
1027909,1,5.699999809265137
1027917,1,8.0
1027945,1,5.800000190734863
1027946,1,6.5
1027997,1,7.5
1028035,2,7.199999809265137
1028045,1,5.400000095367432
1028066,1,6.5
1028078,1,5.300000190734863
1028097,1,7.300000190734863
1028100,1,6.5
1028110,1,5.199999809265137
1028127,1,8.300000190734863
1028162,1,5.099999904632568
1028167,1,7.300000190734863
1028211,1,6.5
1028236,2,6.3500001430511475
1028253,1,5.900000095367432
1028268,3,7.066666603088379
1028325,1,7.199999809265137
1028333,5,8.08000020980835
1028501,1,7.0
1028566,1,7.699999809265137
1028585,1,7.900000095367432
1028652,1,6.599999904632568
1028672,1,6.099999904632568
1028773,2,7.099999904632568
1028836,1,5.5
1028844,4,8.099999904632568
1028857,1,5.699999809265137
1028881,1,7.199999809265137
1028891,1,7.0
1028895,1,8.899999618530273
1028924,1,7.5
1028928,1,6.900000095367432
1028990,1,7.5
1029006,1,7.699999809265137
1029060,6,6.900000015894572
1029157,1,8.300000190734863
1029312,1,6.099999904632568
1029358,1,6.199999809265137
1029440,1,3.5999999046325684
1029501,1,7.199999809265137
1029526,2,7.099999904632568
1029590,3,6.299999872843425
1029764,1,7.599999904632568
1029866,2,6.5
1029882,5,7.540000057220459
1029930,2,8.000000238418579
1029934,1,7.400000095367432
1030583,1,6.699999809265137
1031161,2,6.5
1031179,4,6.600000023841858
1031180,1,8.899999618530273
1031194,1,6.800000190734863
1031241,5,6.660000038146973
1031749,2,7.049999952316284
1031751,1,5.699999809265137
1031795,1,7.099999904632568
1031844,5,7.020000076293945
1031851,1,7.0
1031852,3,7.833333174387614
1031876,6,7.1333333651224775
1031892,1,8.100000381469727
1031903,2,7.800000190734863
1031904,4,6.625
1031911,2,6.0
1031914,1,7.199999809265137
1031915,1,5.699999809265137
1031921,5,6.459999847412109
1031938,4,7.450000166893005
1031983,1,7.099999904632568
1031987,3,7.333333333333333
1032027,1,6.099999904632568
1032048,2,7.450000047683716
1032052,3,5.100000063578288
1032064,1,6.300000190734863
1032085,1,9.0
1032108,3,7.433333396911621
1032111,2,7.450000047683716
1032122,7,7.700000081743513
1032127,3,6.566666603088379
1032129,3,5.599999904632568
1032193,1,6.599999904632568
1032195,1,6.800000190734863
1032241,2,8.699999809265137
1032246,1,6.900000095367432
1032271,1,7.5
1032283,1,6.699999809265137
1032291,1,6.300000190734863
1032310,4,6.474999904632568
1032324,2,7.25
1032358,1,7.699999809265137
1032391,2,6.8999998569488525
1032396,2,6.25
1032421,2,7.099999904632568
1032422,3,6.9666666984558105
1032435,1,8.300000190734863
1032454,2,6.75
1032491,3,6.9666666984558105
1032517,1,4.599999904632568
1032565,1,8.0
1032608,2,5.8999998569488525
1032644,1,7.0
1032658,1,7.699999809265137
1032680,1,7.300000190734863
1032708,3,7.333333174387614
1032713,1,3.799999952316284
1032733,1,4.800000190734863
1032734,1,5.599999904632568
1032736,1,6.699999809265137
1032774,1,5.699999809265137
1032804,1,7.400000095367432
1032808,2,7.049999952316284
1032824,2,3.7500001192092896
1032833,1,8.399999618530273
1032855,1,7.099999904632568
1032869,1,8.199999809265137
1032873,2,6.900000095367432
1032897,2,6.900000095367432
1032920,1,6.5
1032968,1,7.300000190734863
1032992,1,8.100000381469727
1033060,1,7.0
1033096,2,6.450000047683716
1033108,1,7.199999809265137
1033130,1,7.300000190734863
1033168,1,7.699999809265137
1033214,1,4.800000190734863
1033335,2,7.099999904632568
1033346,4,6.350000023841858
1033385,1,5.599999904632568
1033402,2,8.349999904632568
1033506,1,6.800000190734863
1033581,1,7.800000190734863
1033653,3,7.433333237965901
1033738,1,6.699999809265137
1033966,4,8.300000190734863
1034163,1,7.400000095367432
1034192,1,7.5
1034354,1,7.5
1034454,1,6.300000190734863
1034484,1,8.399999618530273
1034796,1,7.300000190734863
1035034,1,6.300000190734863
1035445,1,7.099999904632568
1035651,1,7.099999904632568
1036025,1,6.900000095367432
1036186,1,5.599999904632568
1036342,5,7.600000095367432
1036351,1,6.599999904632568
1036364,1,6.300000190734863
1036390,5,7.280000019073486
1036395,4,7.575000166893005
1036398,3,6.566666762034099
1036409,2,8.049999952316284
1036420,2,6.700000047683716
1036437,1,5.699999809265137
1036442,3,6.899999936421712
1036450,2,6.950000047683716
1036473,2,6.950000047683716
1036474,1,7.699999809265137
1036481,1,7.0
1036524,2,7.250000238418579
1036533,3,6.599999904632568
1036539,1,7.900000095367432
1036561,3,7.433333396911621
1036569,2,6.400000095367432
1036589,1,7.300000190734863
1036597,1,6.199999809265137
1036605,3,7.399999936421712
1036627,1,6.199999809265137
1036635,1,8.100000381469727
1036652,1,7.0
1036662,2,7.6499998569488525
1036674,1,6.800000190734863
1036699,1,7.099999904632568
1036804,1,7.199999809265137
1036806,4,7.2749998569488525
1036818,1,6.400000095367432
1036826,1,7.400000095367432
1036830,2,6.549999952316284
1036838,2,7.0
1036854,1,6.300000190734863
1036861,1,5.400000095367432
1036890,1,6.400000095367432
1036894,1,6.300000190734863
1036906,1,6.199999809265137
1036909,1,3.0999999046325684
1036917,1,6.699999809265137
1036943,2,8.099999904632568
1036969,3,6.733333428700765
1037001,1,5.400000095367432
1037033,1,8.100000381469727
1037044,2,7.0
1037065,3,7.1333333651224775
1037105,1,7.099999904632568
1037182,1,6.599999904632568
1037183,3,7.666666507720947
1037184,2,6.950000047683716
1037199,1,6.800000190734863
1037237,1,7.300000190734863
1037273,2,6.049999952316284
1037303,1,5.900000095367432
1037314,1,5.300000190734863
1037329,2,7.1000001430511475
1037367,1,6.900000095367432
1037434,2,6.799999952316284
1037448,1,7.099999904632568
1037497,2,8.350000143051147
1037549,1,4.5
1037643,1,2.4000000953674316
1037649,1,6.699999809265137
1037666,1,7.5
1037715,1,4.5
1037722,1,8.300000190734863
1037733,4,7.8999998569488525
1037741,2,6.299999952316284
1037747,2,4.599999904632568
1037783,2,6.0
1037973,2,7.800000190734863
1037998,1,7.0
1038021,1,5.800000190734863
1038123,2,8.049999713897705
1038144,1,6.800000190734863
1038268,3,6.733333269755046
1038428,1,3.299999952316284
1038472,1,8.399999618530273
1038477,2,6.6499998569488525
1038674,1,7.199999809265137
1038710,2,4.849999904632568
1038732,1,5.599999904632568
1038819,1,7.599999904632568
1039218,1,6.300000190734863
1039655,1,5.300000190734863
1039832,1,8.5
1040253,1,6.400000095367432
1040509,2,6.299999952316284
1040517,1,6.800000190734863
1040524,3,8.399999936421713
1040593,3,6.8666666348775225
1040620,1,7.800000190734863
1040630,3,6.566666762034099
1040671,2,8.000000238418579
1040672,2,6.1499998569488525
1040673,2,8.650000095367432
1040679,1,6.900000095367432
1040748,1,7.300000190734863
1040757,4,7.525000095367432
1040777,1,6.599999904632568
1040805,1,6.400000095367432
1040807,1,6.5
1040817,1,5.699999809265137
1040823,4,7.6250001192092896
1040830,1,7.099999904632568
1040843,3,6.866666793823242
1040849,5,6.580000019073486
1040859,1,6.400000095367432
1040862,2,6.450000047683716
1040892,2,7.599999904632568
1040988,1,8.600000381469727
1040999,1,6.099999904632568
1041000,1,8.600000381469727
1041006,2,7.8500001430511475
1041007,1,5.900000095367432
1041021,4,6.600000023841858
1041024,1,8.0
1041066,1,6.900000095367432
1041123,3,6.8666666348775225
1041160,2,6.75
1041182,1,6.599999904632568
1041194,3,7.266666730244954
1041272,2,7.700000047683716
1041299,1,6.699999809265137
1041302,3,6.8666666348775225
1041306,3,6.799999872843425
1041309,1,6.599999904632568
1041311,4,7.325000047683716
1041313,1,6.300000190734863
1041338,1,7.199999809265137
1041339,1,5.699999809265137
1041356,2,6.549999952316284
1041380,1,8.5
1041429,1,4.699999809265137
1041456,1,7.599999904632568
1041466,2,7.650000095367432
1041479,1,7.5
1041519,1,4.5
1041528,7,7.385714258466448
1041547,3,6.933333237965901
1041551,1,7.099999904632568
1041585,1,7.5
1041624,2,7.300000190734863
1041627,1,7.699999809265137
1041685,3,7.233333428700765
1041717,1,6.300000190734863
1041763,2,6.800000190734863
1041851,1,5.400000095367432
1041859,1,7.5
1041872,1,7.0
1041896,2,7.200000047683716
1041908,4,7.400000214576721
1041916,2,7.949999809265137
1041921,1,7.599999904632568
1041922,1,6.900000095367432
1041935,1,5.699999809265137
1041945,1,5.199999809265137
1042024,1,6.599999904632568
1042117,3,7.766666889190674
1042269,2,7.299999952316284
1042381,1,6.699999809265137
1042400,1,7.800000190734863
1042595,1,5.599999904632568
1042661,1,7.800000190734863
1042706,1,6.599999904632568
1042767,1,7.5
1042850,3,6.966666539510091
1042991,4,6.9999998807907104
1043126,1,6.0
1043513,1,7.699999809265137
1043910,1,7.599999904632568
1044211,1,7.599999904632568
1044701,1,5.400000095367432
1044728,2,7.099999904632568
1044733,2,7.749999761581421
1044872,3,8.5
1044932,3,7.0
1044942,3,6.5
1044943,2,5.5
1044945,2,6.549999952316284
1044973,1,6.599999904632568
1044993,5,8.560000038146972
1045031,2,6.599999904632568
1045032,2,7.25
1045037,1,6.699999809265137
1045048,1,6.199999809265137
1045060,2,7.349999904632568
1045070,1,7.699999809265137
1045092,2,7.8500001430511475
1045093,2,7.200000047683716
1045114,1,5.5
1045122,1,8.100000381469727
1045129,1,5.400000095367432
1045180,1,5.699999809265137
1045207,1,7.199999809265137
1045234,2,7.5
1045236,3,7.933333396911621
1045243,1,5.900000095367432
1045252,1,7.599999904632568
1045260,1,5.800000190734863
1045271,1,6.699999809265137
1045281,1,6.599999904632568
1045285,3,6.833333333333333
1045291,1,7.0
1045324,1,8.399999618530273
1045327,1,7.199999809265137
1045330,1,8.800000190734863
1045335,1,6.5
1045343,1,5.5
1045381,1,7.400000095367432
1045384,1,6.5
1045410,1,9.5
1045435,1,6.599999904632568
1045485,1,5.800000190734863
1045518,1,7.400000095367432
1045596,1,6.5
1045632,1,7.599999904632568
1045652,1,6.400000095367432
1045682,1,5.0
1045689,1,7.900000095367432
1045693,1,9.300000190734863
1045700,1,7.0
1045703,1,6.199999809265137
1045843,1,7.400000095367432
1045896,1,7.099999904632568
1045954,2,8.099999904632568
1046047,2,7.0
1046105,1,7.699999809265137
1046134,2,6.8999998569488525
1046174,1,7.599999904632568
1046581,1,5.199999809265137
1046618,1,7.599999904632568
1046906,1,6.699999809265137
1047072,1,8.399999618530273
1047892,1,6.400000095367432
1047980,2,6.400000095367432
1047989,2,7.450000286102295
1047996,1,6.900000095367432
1048000,2,5.099999904632568
1048021,3,7.333333333333333
1048026,3,6.49999984105428
1048143,1,6.099999904632568
1048149,1,7.400000095367432
1048151,1,7.900000095367432
1048284,1,7.400000095367432
1048290,1,6.599999904632568
1048340,2,5.5
1048350,1,7.900000095367432
1048367,1,6.800000190734863
1048510,1,5.800000190734863
1048577,2,7.099999904632568
1048591,1,6.300000190734863
1049571,1,6.199999809265137
1049576,2,6.8500001430511475
1049586,4,7.699999809265137
1049602,4,8.125
1049604,1,7.599999904632568
1049678,3,7.433333555857341
1049686,2,6.550000190734863
1049687,1,7.699999809265137
1049688,4,7.425000071525574
1049716,2,6.099999904632568
1049725,1,7.900000095367432
1049749,1,7.400000095367432
1049763,1,6.599999904632568
1049764,1,6.699999809265137
1049776,3,7.299999872843425
1049827,1,6.800000190734863
1049834,1,6.699999809265137
1049901,1,5.699999809265137
1049925,4,6.824999928474426
1049947,1,3.4000000953674316
1049959,1,4.699999809265137
1049978,2,6.549999952316284
1049991,2,6.299999952316284
1050031,1,6.0
1050038,1,4.699999809265137
1050082,1,4.300000190734863
1050089,1,7.0
1050091,2,7.0
1050119,2,7.5
1050124,1,5.900000095367432
1050154,1,6.599999904632568
1050159,1,7.0
1050201,1,6.900000095367432
1050276,1,7.400000095367432
1050279,2,6.75
1050288,1,7.300000190734863
1050341,2,5.900000095367432
1050362,1,5.699999809265137
1050374,1,7.400000095367432
1050375,1,6.0
1050380,1,7.199999809265137
1050431,2,7.450000047683716
1050480,2,6.849999904632568
1050507,1,7.199999809265137
1050540,2,5.950000047683716
1050604,1,7.900000095367432
1050651,2,7.6000001430511475
1050666,2,6.900000095367432
1050690,1,4.400000095367432
1050704,1,8.199999809265137
1050733,3,6.8666666348775225
1050846,2,7.300000190734863
1050852,1,6.699999809265137
1050951,1,7.699999809265137
1050995,4,7.175000071525574
1051006,1,6.800000190734863
1051033,1,7.300000190734863
1051041,1,7.699999809265137
1051060,1,7.5
1051062,2,6.0
1051068,1,7.599999904632568
1051086,1,7.699999809265137
1051245,1,7.300000190734863
1051249,3,6.6333333651224775
1051285,1,7.099999904632568
1051346,2,6.1499998569488525
1051432,2,7.400000095367432
1051476,2,9.449999809265137
1051498,1,7.400000095367432
1051535,1,8.899999618530273
1052006,1,7.800000190734863
1052140,1,6.599999904632568
1052159,1,6.0
1052734,1,6.199999809265137
1053006,1,6.699999809265137
1053400,1,6.099999904632568
1053509,1,8.100000381469727
1053564,2,7.450000047683716
1053565,2,7.700000047683716
1053570,3,7.50000015894572
1053578,4,7.949999928474426
1053585,1,8.399999618530273
1053617,1,7.599999904632568
1053620,1,7.5
1054116,1,6.800000190734863
1054276,1,7.5
1054282,1,3.200000047683716
1054387,2,7.200000047683716
1054388,1,7.5
1054394,1,6.699999809265137
1054396,1,6.300000190734863
1054397,1,7.0
1054398,6,7.200000047683716
1054399,2,5.900000095367432
1054400,5,6.419999980926514
1054401,3,8.300000190734863
1054402,1,9.300000190734863
1054403,2,7.950000047683716
1054404,4,7.550000071525574
1054407,9,6.155555513170031
1054412,1,8.5
1054416,5,7.4
1054417,2,7.900000095367432
1054420,4,7.800000071525574
1054421,3,8.133333365122477
1054423,2,7.799999952316284
1054425,4,8.300000071525574
1054430,8,7.524999976158142
1054436,7,7.514285700661795
1054439,1,8.100000381469727
1054440,6,7.866666793823242
1054444,4,8.275000095367432
1054447,2,6.75
1054450,1,6.599999904632568
1054451,2,8.25
1054505,1,7.099999904632568
1054506,1,6.900000095367432
1054513,2,7.049999952316284
1054517,3,8.300000190734863
1054518,1,8.5
1054524,4,8.950000047683716
1054530,1,8.699999809265137
