actor_id,movie_count,avg_rating
1000188,5,6.919999980926514
1000189,5,3.959999990463257
1000191,5,7.280000019073486
1000192,5,6.919999980926514
1000193,1,6.900000095367432
1000195,1,6.599999904632568
1000196,1,5.599999904632568
1000200,1,5.5
1000204,5,6.380000019073487
1000205,2,7.25
1000206,1,7.300000190734863
1000207,1,5.0
1000208,1,7.400000095367432
1000209,2,7.700000047683716
1000213,4,6.774999976158142
1000214,1,6.400000095367432
1000218,4,6.9999998807907104
1000220,7,7.057142802647182
1000221,3,6.3666666348775225
1000222,5,6.839999961853027
1000225,24,7.3208333651224775
1000230,9,6.5111111005147295
1000231,10,6.6400000810623165
1000243,1,7.300000190734863
1000245,5,6.679999923706054
1000247,8,7.5
1000248,14,7.278571503502982
1000252,1,5.699999809265137
1000253,1,7.5
1000255,1,7.800000190734863
1000256,1,6.099999904632568
1000257,6,6.783333381017049
1000262,4,7.3500001430511475
1000272,1,7.099999904632568
1000283,2,6.3500001430511475
1000287,5,6.939999961853028
1000289,1,6.099999904632568
1000290,2,5.900000095367432
1000299,7,7.1714284760611395
1000303,4,6.649999976158142
1000306,1,7.300000190734863
1000310,2,7.450000047683716
1000314,4,7.700000047683716
1000319,1,5.5
1000320,1,8.699999809265137
1000327,1,6.0
1000334,3,6.199999968210856
1000336,3,6.5333333015441895
1000338,1,6.800000190734863
1000341,1,6.699999809265137
1000344,2,7.049999952316284
1000348,1,8.399999618530273
1000349,1,7.300000190734863
1000352,1,7.5
1000364,1,5.599999904632568
1000366,1,6.900000095367432
1000367,3,4.833333333333333
1000373,1,7.199999809265137
1000375,1,8.5
1000379,5,7.220000076293945
1000381,2,5.1000001430511475
1000382,1,6.599999904632568
1000388,2,5.900000095367432
1000392,2,6.549999952316284
1000395,1,6.400000095367432
1000397,2,6.1499998569488525
1000400,4,8.0
1000406,1,6.300000190734863
1000410,2,7.250000238418579
1000414,1,5.5
1000417,3,7.800000031789144
1000423,1,5.599999904632568
1000425,1,8.199999809265137
1000430,19,6.815789473684211
1000442,2,8.000000238418579
1000471,2,7.049999952316284
1000476,3,6.9666666984558105
1000477,5,7.519999980926514
1000482,1,4.199999809265137
1000486,1,4.5
1000491,7,6.94285706111363
1000494,1,7.5
1000499,1,8.0
1000502,1,7.800000190734863
1000509,3,7.0
1000512,1,6.300000190734863
1000525,18,6.0222222275204125
1000526,7,4.62857140813555
1000528,2,7.450000047683716
1000529,1,8.5
1000530,1,6.5
1000541,1,6.699999809265137
1000556,1,7.5
1000562,1,9.300000190734863
1000566,1,6.900000095367432
1000567,2,7.0
1000571,6,5.75
1000572,11,5.8818182295018975
1000575,2,7.199999809265137
1000595,1,7.699999809265137
1000601,1,7.300000190734863
1000606,3,6.866666793823242
1000611,4,7.400000214576721
1000613,1,2.9000000953674316
1000643,4,7.199999928474426
1000648,1,7.0
1000649,2,6.950000047683716
1000661,2,6.8500001430511475
1000663,2,7.200000047683716
1000669,4,7.7749998569488525
1000674,1,7.800000190734863
1000675,1,4.300000190734863
1000676,2,8.000000238418579
1000678,2,5.25
1000683,2,6.75
1000691,2,6.200000047683716
1000695,1,6.400000095367432
1000698,1,6.900000095367432
1000705,3,7.066666603088379
1000711,1,5.300000190734863
1000726,1,5.099999904632568
1000741,1,5.199999809265137
1000744,13,7.4692307985745945
1000767,1,8.199999809265137
1000774,1,7.099999904632568
1000781,1,7.699999809265137
1000788,2,6.699999809265137
1000808,1,7.599999904632568
1000809,2,7.799999952316284
1000810,6,7.150000015894572
1000816,1,6.099999904632568
1000823,5,7.160000038146973
1000827,4,6.975000023841858
1000837,1,6.400000095367432
1000845,5,6.660000133514404
1000847,1,5.599999904632568
1000856,1,7.0
1000864,3,7.133333206176758
1000873,1,7.599999904632568
1000876,1,6.099999904632568
1000884,4,7.074999809265137
1000889,3,7.5
1000893,1,7.300000190734863
1000901,5,7.079999923706055
1000903,1,7.900000095367432
1000905,11,6.209090926430442
1000910,6,6.316666603088379
1000915,1,6.400000095367432
1000918,3,6.166666666666667
1000919,2,7.75
1000932,2,6.1499998569488525
1000939,1,7.699999809265137
1000945,2,6.75
1000954,2,6.6000001430511475
1000962,1,7.300000190734863
1000963,4,7.149999976158142
1000975,9,5.255555576748318
1000978,1,7.5
1000979,3,7.100000063578288
1000984,1,8.100000381469727
1001042,9,7.188888973659939
1001059,2,8.100000143051147
1001062,1,6.800000190734863
1001066,1,6.400000095367432
1001074,2,5.950000047683716
1001080,1,9.399999618530273
1001127,31,7.683870930825511
1001129,4,6.850000023841858
1001132,3,7.600000063578288
1001149,3,6.233333269755046
1001156,2,8.150000095367432
1001188,2,6.75
1001241,2,6.8500001430511475
1001242,5,7.580000114440918
1001269,1,7.199999809265137
1001289,4,6.6249998807907104
1001301,6,5.550000071525574
1001304,2,7.1000001430511475
1001373,8,7.837500095367432
1001388,2,7.549999952316284
1001389,1,7.300000190734863
1001393,3,5.233333428700765
1001402,2,6.75
1001405,1,8.600000381469727
1001430,1,6.699999809265137
1001451,1,7.400000095367432
1001466,6,6.933333317438762
1001479,1,7.800000190734863
1001484,2,6.8500001430511475
1001541,1,6.900000095367432
1001554,1,7.099999904632568
1001587,8,8.187500059604645
1001599,1,5.0
1001604,4,4.825000107288361
1001631,2,4.349999904632568
1001643,2,5.1499998569488525
1001714,6,5.816666682561238
1001753,3,6.5333333015441895
1001776,24,7.416666706403096
1001800,1,7.5
1001802,1,6.699999809265137
1001832,1,6.699999809265137
1001839,2,7.999999761581421
1001854,1,8.699999809265137
1001890,5,4.340000009536743
1001940,1,6.300000190734863
1002030,1,7.599999904632568
1002049,2,6.650000095367432
1002071,3,5.899999936421712
1002128,1,8.800000190734863
1002187,1,6.199999809265137
1002252,1,5.900000095367432
1002255,2,6.650000095367432
1002260,2,8.0
1002280,1,6.099999904632568
1002281,1,4.300000190734863
1002317,1,6.800000190734863
1002344,1,7.900000095367432
1002386,1,9.100000381469727
1002460,2,7.200000047683716
1002489,6,6.299999952316284
1002495,7,6.814285755157471
1002505,2,7.5
1002544,1,9.199999809265137
1002614,2,7.550000190734863
1002615,2,6.700000047683716
1002657,1,8.100000381469727
1002662,1,7.800000190734863
1002664,8,7.249999940395355
1002665,11,6.781818151473999
1002666,2,6.5
1002667,14,7.085714306150164
1002668,13,7.307692344372089
1002670,6,6.633333285649617
1002671,7,8.042857238224574
1002672,3,7.733333269755046
1002673,8,6.5625
1002674,10,7.010000085830688
1002675,4,7.524999976158142
1002676,8,7.550000011920929
1002677,7,6.971428598676409
1002678,2,6.900000095367432
1002679,7,6.814285687037876
1002680,5,8.360000133514404
1002681,10,7.399999952316284
1002683,10,6.509999990463257
1002685,1,6.5
1002686,1,6.800000190734863
1002688,8,7.287500083446503
1002689,1,7.300000190734863
1002690,4,6.174999952316284
1002691,3,6.533333460489909
1002692,4,5.5
1002694,3,7.866666793823242
1002695,9,6.788888931274414
1002698,2,6.349999904632568
1002699,4,7.774999976158142
1002700,1,6.300000190734863
1002701,1,8.0
1002702,1,8.399999618530273
1002704,2,5.75
1002706,1,7.199999809265137
1002708,11,7.26363637230613
1002710,2,8.199999809265137
1002713,5,7.6800000190734865
1002715,2,6.450000047683716
1002716,1,7.800000190734863
1002720,7,6.914285659790039
1002721,3,7.700000127156575
1002722,1,8.5
1002725,1,8.0
1002727,5,7.580000114440918
1002729,1,6.699999809265137
1002730,6,7.383333285649617
1002733,1,5.5
1002734,1,6.699999809265137
1002735,1,8.0
1002736,2,5.799999952316284
1002738,3,6.633333206176758
1002739,1,8.699999809265137
1002740,1,7.599999904632568
1002745,2,7.150000095367432
1002746,2,5.799999952316284
1002750,1,6.5
1002751,3,7.600000063578288
1002752,2,6.75
1002757,4,7.350000023841858
1002764,3,6.666666507720947
1002765,2,6.549999952316284
1002766,1,8.300000190734863
1002767,2,7.349999904632568
1002768,1,4.900000095367432
1002769,2,6.900000095367432
1002770,9,7.655555513170031
1002776,4,6.475000023841858
1002778,1,6.599999904632568
1002779,1,6.900000095367432
1002780,1,8.300000190734863
1002784,1,7.400000095367432
1002788,3,8.566666920979818
1002789,2,7.700000047683716
1002797,2,7.949999809265137
1002801,4,6.450000047683716
1002807,1,6.400000095367432
1002812,4,7.6250001192092896
1002813,1,6.800000190734863
1002822,1,6.5
1002836,1,5.699999809265137
1002838,1,6.900000095367432
1002839,2,7.299999952316284
1002859,2,7.25
1002861,1,6.300000190734863
1002862,36,5.286111076672872
1002867,3,6.6333333651224775
1002869,1,6.0
1002894,1,7.199999809265137
1002908,2,5.6499998569488525
1002915,27,7.207407403875281
1002926,2,7.049999952316284
1002928,7,7.242857115609305
1002955,1,5.199999809265137
1002963,1,8.100000381469727
1002966,2,7.549999952316284
1003034,1,6.699999809265137
1003138,7,7.5428571701049805
1003156,1,7.400000095367432
1003166,1,5.0
1003174,4,7.325000047683716
1003291,2,4.800000190734863
1003481,8,6.775000035762787
1003482,12,7.175000031789144
1003483,8,7.1249998807907104
1003484,10,6.909999990463257
1003485,4,6.699999809265137
1003487,5,6.459999942779541
1003488,10,6.139999961853027
1003490,1,7.900000095367432
1003493,6,8.016666968663534
1003495,6,4.566666642824809
1003500,13,7.04615383881789
1003510,2,7.300000190734863
1003517,1,7.800000190734863
1003523,17,7.911764733931598
1003525,1,6.699999809265137
1003531,1,8.399999618530273
1003538,4,7.174999952316284
1003574,1,7.199999809265137
1003577,27,7.859259216873734
1003583,12,7.774999976158142
1003588,7,7.200000081743513
1003627,3,6.133333524068196
1003638,3,7.299999872843425
1003659,1,7.099999904632568
1003681,2,7.950000047683716
1003697,14,6.849999972752163
1003704,3,6.033333460489909
1003712,2,7.450000047683716
1003724,1,8.399999618530273
1003728,16,7.125
1003737,16,7.012499988079071
1003755,5,6.159999942779541
1003779,1,7.199999809265137
1003782,3,7.1333333651224775
1003791,1,9.100000381469727
1003792,3,7.866666475931804
1003834,2,7.1000001430511475
1003859,3,7.399999936421712
1003874,2,7.8500001430511475
1004083,2,9.050000190734863
1004237,2,8.000000238418579
1004493,11,7.109090935100209
1004509,1,6.800000190734863
1004510,1,6.5
1004514,1,7.800000190734863
1004520,1,6.900000095367432
1004525,2,7.700000286102295
1004530,4,6.675000071525574
1004563,1,4.300000190734863
1004565,7,6.842857088361468
1004566,11,7.063636432994496
1004567,3,7.3666666348775225
1004568,13,7.407692322364221
1004570,6,6.8999998569488525
1004571,20,6.560000014305115
1004573,5,7.0
1004575,6,6.916666666666667
1004576,6,7.2833333015441895
1004578,8,7.012499988079071
1004579,1,4.199999809265137
1004580,4,6.649999976158142
1004581,3,7.766666571299235
1004583,3,7.233333428700765
1004584,5,6.960000133514404
1004586,13,7.007692226996789
1004587,9,7.3666666348775225
1004588,5,6.999999904632569
1004591,4,7.049999952316284
1004592,3,5.266666571299235
1004593,8,6.574999928474426
1004595,2,7.400000095367432
1004596,16,7.318750083446503
1004598,1,8.800000190734863
1004599,1,8.199999809265137
1004600,1,7.0
1004601,1,6.199999809265137
1004602,3,7.533333460489909
1004604,1,9.199999809265137
1004605,2,6.549999952316284
1004606,2,6.299999952316284
1004607,9,6.688888920678033
1004609,2,5.450000047683716
1004610,7,7.071428571428571
1004613,1,5.5
1004614,1,7.900000095367432
1004616,4,7.424999952316284
1004617,1,6.400000095367432
1004619,1,7.0
1004620,5,7.860000038146973
1004621,10,6.8399999141693115
1004626,7,7.057142734527588
1004627,6,6.699999968210856
1004630,1,7.0
1004632,2,5.949999928474426
1004635,2,7.450000047683716
1004637,2,6.5
1004638,1,7.199999809265137
1004642,1,7.599999904632568
1004643,8,6.262499988079071
1004644,1,8.600000381469727
1004645,1,5.699999809265137
1004649,1,4.699999809265137
1004650,1,6.699999809265137
1004653,2,5.050000071525574
1004655,2,6.650000095367432
1004656,1,7.900000095367432
1004659,1,5.800000190734863
1004660,5,7.279999923706055
1004661,1,4.099999904632568
1004663,2,6.700000047683716
1004667,1,6.900000095367432
1004668,2,7.1499998569488525
1004670,1,6.099999904632568
1004673,1,8.100000381469727
1004674,7,7.085714340209961
1004676,2,9.0
1004679,8,6.887499928474426
1004681,1,6.199999809265137
1004684,3,6.199999968210856
1004685,1,5.900000095367432
1004686,2,7.049999952316284
1004691,1,5.5
1004692,7,6.985714367457798
1004695,2,6.400000095367432
1004698,1,7.699999809265137
1004699,4,7.600000023841858
1004700,3,6.8666666348775225
1004702,8,7.562500059604645
1004703,1,7.199999809265137
1004707,1,4.900000095367432
1004710,1,6.199999809265137
1004714,1,7.0
1004715,1,7.900000095367432
1004723,2,6.900000095367432
1004726,1,6.900000095367432
1004727,1,7.5
1004730,1,8.300000190734863
1004734,1,9.199999809265137
1004736,1,5.300000190734863
1004741,2,4.349999904632568
1004744,1,4.400000095367432
1004746,2,6.449999809265137
1004750,2,6.650000095367432
1004751,5,6.5800000667572025
1004754,2,7.3999998569488525
1004760,1,6.699999809265137
1004761,1,8.100000381469727
1004763,3,7.233333269755046
1004767,1,8.600000381469727
1004773,10,5.38999993801117
1004776,3,7.9666666984558105
1004778,1,4.900000095367432
1004780,2,6.8999998569488525
1004785,1,5.900000095367432
1004789,1,3.9000000953674316
1004790,3,7.833333492279053
1004794,1,6.0
1004795,4,6.899999976158142
1004796,1,6.0
1004805,1,7.300000190734863
1004811,2,7.450000286102295
1004817,18,6.8722222910987005
1004833,1,6.699999809265137
1004844,7,7.214285782405308
1004855,10,6.5800000667572025
1004856,9,5.455555465486315
1004857,5,6.4
1004858,3,5.566666762034099
1004859,3,5.800000031789144
1004860,6,7.150000015894572
1004861,11,6.190909125588157
1004880,1,7.699999809265137
1004883,2,6.700000047683716
1004891,4,6.700000047683716
1004893,7,6.699999945504325
1004896,1,8.199999809265137
1004900,7,7.171428544180734
1004915,1,7.300000190734863
1004917,1,7.199999809265137
1004921,1,7.0
1004926,1,5.900000095367432
1004932,3,6.766666730244954
1004934,5,6.719999980926514
1004936,11,6.609090848402544
1004938,2,6.950000047683716
1004942,1,7.099999904632568
1004952,1,6.699999809265137
1004954,2,7.699999809265137
1004958,1,6.900000095367432
1004961,2,6.1499998569488525
1004968,1,7.0
1004975,1,3.700000047683716
1004989,1,8.199999809265137
1004993,1,7.699999809265137
1004998,1,6.199999809265137
1005000,3,5.333333174387614
1005003,1,7.400000095367432
1005006,2,7.300000190734863
1005010,3,7.53333314259847
1005015,1,8.899999618530273
1005027,1,7.099999904632568
1005037,1,7.699999809265137
1005040,1,6.0
1005053,3,7.333333333333333
1005054,1,7.300000190734863
1005067,1,7.400000095367432
1005071,4,7.649999976158142
1005073,1,7.599999904632568
1005076,1,4.300000190734863
1005079,1,7.599999904632568
1005085,1,7.699999809265137
1005094,2,6.549999952316284
1005100,1,6.300000190734863
1005104,7,7.442857129233224
1005110,7,3.9857142652784074
1005113,1,4.800000190734863
1005121,1,7.900000095367432
1005122,1,6.5
1005123,3,6.0
1005127,1,7.699999809265137
1005128,1,6.699999809265137
1005135,1,7.900000095367432
1005138,13,5.338461527457604
1005144,1,7.300000190734863
1005157,1,7.199999809265137
1005159,1,6.800000190734863
1005164,7,6.985714367457798
1005165,2,6.6499998569488525
1005172,1,7.199999809265137
1005174,1,6.400000095367432
1005183,1,7.5
1005185,4,4.275000035762787
1005187,1,6.5
1005189,2,7.450000047683716
1005196,1,7.400000095367432
1005197,1,7.400000095367432
1005207,3,6.399999936421712
1005208,1,6.400000095367432
1005213,1,7.0
1005214,7,5.6714286123003275
1005216,8,7.187500059604645
1005219,2,7.049999952316284
1005233,6,7.166666666666667
1005257,4,7.174999952316284
1005260,6,6.816666682561238
1005268,5,5.9
1005269,3,7.866666793823242
1005286,16,7.056249976158142
1005289,2,7.049999952316284
1005299,2,7.299999952316284
1005301,4,6.824999928474426
1005311,6,7.133333285649617
1005322,1,5.099999904632568
1005324,1,7.0
1005330,1,6.900000095367432
1005331,4,6.474999904632568
1005333,3,7.066666603088379
1005334,2,7.450000047683716
1005345,2,6.8999998569488525
1005346,1,7.5
1005347,1,6.5
1005358,2,6.8999998569488525
1005359,1,8.300000190734863
1005361,1,7.5
1005370,2,6.450000047683716
1005384,4,7.125
1005405,2,6.799999952316284
1005415,8,5.3499999940395355
1005418,2,7.5
1005425,3,7.600000063578288
1005431,1,8.199999809265137
1005435,3,8.099999904632568
1005438,25,7.676000022888184
1005460,4,7.2500001192092896
1005461,1,6.300000190734863
1005468,2,7.25
1005472,5,6.740000057220459
1005520,1,7.300000190734863
1005531,2,6.75
1005537,6,6.783333460489909
1005546,1,7.400000095367432
1005547,4,6.7499998807907104
1005563,1,6.300000190734863
1005575,3,5.899999936421712
1005587,2,4.400000095367432
1005603,1,7.0
1005617,1,7.0
1005630,2,7.950000047683716
1005636,1,6.699999809265137
1005655,1,5.900000095367432
1005659,1,4.400000095367432
1005725,1,8.300000190734863
1005727,1,6.800000190734863
1005769,1,7.099999904632568
1005773,11,7.290909116918391
1005774,7,7.271428516932896
1005778,3,6.700000127156575
1005797,5,6.9
1005836,1,8.0
1005843,15,5.62000002861023
1005855,1,6.699999809265137
1005857,1,8.399999618530273
1005883,3,6.433333237965901
1005885,8,7.2500001192092896
1005959,1,3.299999952316284
1005967,1,8.300000190734863
1005974,1,6.599999904632568
1005977,2,7.400000095367432
1005985,5,7.160000038146973
1006012,4,8.300000071525574
1006028,1,6.800000190734863
1006036,11,6.96363639831543
1006039,1,5.900000095367432
1006080,2,7.999999761581421
1006093,14,6.857142857142857
1006103,8,7.087499976158142
1006142,10,5.1699999332427975
1006147,1,6.099999904632568
1006158,2,7.800000190734863
1006171,1,6.099999904632568
1006187,3,5.9666666984558105
1006188,1,5.199999809265137
1006226,1,5.699999809265137
1006250,1,7.800000190734863
1006269,2,7.099999904632568
1006292,4,7.8749998807907104
1006294,7,6.571428571428571
1006295,7,7.557142802647182
1006312,8,6.600000023841858
1006321,6,7.1333333651224775
1006332,14,7.292857136045184
1006339,11,6.672727194699374
1006353,2,8.650000095367432
1006354,1,7.599999904632568
1006368,1,6.699999809265137
1006385,7,7.171428544180734
1006386,1,6.900000095367432
1006392,2,6.75
1006400,1,6.800000190734863
1006447,2,4.75
1006454,2,7.950000286102295
1006461,2,5.950000047683716
1006480,2,5.549999952316284
1006493,4,7.25
1006502,3,6.466666539510091
1006553,5,7.0
1006555,1,6.400000095367432
1006580,4,8.399999976158142
1006615,1,7.900000095367432
1006641,1,7.400000095367432
1006646,2,7.1000001430511475
1006677,2,5.75
1006689,1,7.400000095367432
1006693,2,8.349999904632568
1006697,1,6.900000095367432
1006707,14,7.478571483067104
1006830,3,7.633333206176758
1006852,1,6.400000095367432
1006860,2,6.650000095367432
1006871,3,6.766666730244954
1006892,3,7.233333269755046
1006919,16,7.181249976158142
1006920,1,6.599999904632568
1006938,3,5.066666603088379
1006946,2,9.0
1006955,12,7.541666666666667
1006956,22,7.354545419866389
1006958,11,7.03636360168457
1006964,13,7.192307655627911
1006967,1,7.599999904632568
1006968,2,7.650000095367432
1006969,1,6.300000190734863
1006970,6,6.616666714350383
1006973,1,6.599999904632568
1006974,5,7.1800000190734865
1006976,1,5.5
1006977,10,6.710000038146973
1006978,5,6.780000019073486
1006979,1,6.5
1006980,3,7.0333333015441895
1006981,3,7.533333460489909
1006983,13,7.307692344372089
1006984,1,5.599999904632568
1006986,2,6.700000047683716
1006988,3,6.699999968210856
1006989,5,6.7399999618530275
1006990,6,7.5333333015441895
1006991,8,6.162499904632568
1006992,5,7.699999809265137
1006993,1,8.699999809265137
1006994,3,6.866666793823242
1006995,2,5.599999904632568
1006996,2,7.3500001430511475
1006998,5,7.880000209808349
1007000,2,7.3999998569488525
1007002,1,7.5
1007007,2,7.0
1007009,10,7.12000002861023
1007010,1,7.699999809265137
1007011,7,7.0857142720903665
1007012,1,5.599999904632568
1007013,1,6.699999809265137
1007014,5,7.05999984741211
1007015,7,7.071428571428571
1007016,2,6.6499998569488525
1007018,2,6.949999809265137
1007019,4,6.5249998569488525
1007020,14,7.114285741533552
1007021,1,6.800000190734863
1007022,7,7.414285659790039
1007023,2,8.400000095367432
1007028,2,6.0
1007030,2,8.350000381469727
1007031,2,6.849999904632568
1007032,4,6.074999928474426
1007034,2,6.699999809265137
1007036,3,7.166666666666667
1007042,1,7.0
1007044,1,7.900000095367432
1007046,2,7.349999904632568
1007058,1,8.399999618530273
1007062,3,7.200000127156575
1007064,5,7.619999980926513
1007066,1,7.5
1007073,1,6.5
1007078,1,9.300000190734863
1007083,2,6.799999952316284
1007084,2,7.200000286102295
1007095,1,9.100000381469727
1007097,2,4.450000047683716
1007099,3,6.533333460489909
1007104,2,7.6499998569488525
1007105,1,8.600000381469727
1007126,1,6.800000190734863
1007128,1,6.900000095367432
1007129,3,6.800000031789144
1007130,1,6.699999809265137
1007133,3,8.066666762034098
1007134,1,8.300000190734863
1007138,1,7.699999809265137
1007145,5,7.640000057220459
1007152,4,6.75
1007153,1,8.199999809265137
1007178,1,6.800000190734863
1007180,3,7.96666685740153
1007187,1,7.800000190734863
1007189,13,7.4076923957237835
1007197,1,7.300000190734863
1007201,3,6.899999936421712
1007203,1,8.800000190734863
1007205,2,8.149999856948853
1007210,1,7.599999904632568
1007211,1,8.800000190734863
1007216,2,7.450000047683716
1007220,1,7.900000095367432
1007238,2,7.1499998569488525
1007245,1,5.699999809265137
1007248,1,7.400000095367432
1007251,14,6.1714286123003275
1007395,1,7.599999904632568
1007401,14,6.885714326586042
1007441,1,6.900000095367432
1007442,4,6.200000107288361
1007444,1,7.900000095367432
1007478,1,8.0
1007481,2,7.900000095367432
1007512,8,6.224999964237213
1007522,12,7.899999896685283
1007548,5,6.939999961853028
1007594,1,5.199999809265137
1007639,1,6.300000190734863
1007645,2,7.049999952316284
1007656,6,6.650000015894572
1007672,1,6.099999904632568
1007687,9,6.6444444126553
1007750,1,8.399999618530273
1007805,3,7.3666666348775225
1007835,8,7.825000107288361
1007930,1,4.599999904632568
1007952,1,6.699999809265137
1008055,1,8.699999809265137
1008064,1,6.400000095367432
1008065,1,7.099999904632568
1008066,4,7.1250001192092896
1008067,10,7.130000019073487
1008068,4,6.450000047683716
1008069,7,6.971428530556815
1008070,12,6.275000015894572
1008079,4,6.599999904632568
1008102,2,6.750000238418579
1008108,17,7.658823602339801
1008125,9,4.933333317438762
1008128,7,8.528571469443184
1008133,6,6.800000031789144
1008135,2,6.349999904632568
1008137,2,6.299999952316284
1008142,2,6.700000047683716
1008147,20,7.645000004768372
1008149,1,6.599999904632568
1008191,8,7.712499976158142
1008196,8,7.925000011920929
1008229,6,7.049999952316284
1008247,1,7.099999904632568
1008254,5,7.3
1008256,14,7.428571428571429
1008261,1,7.099999904632568
1008274,11,8.027272614565762
1008292,1,8.0
1008299,6,7.016666730244954
1008302,9,6.944444497426351
1008309,10,7.440000009536743
1008326,8,7.5375001430511475
1008347,1,5.699999809265137
1008390,7,6.528571401323591
1008424,2,7.550000190734863
1008442,8,7.700000047683716
1008446,7,7.7428571837288995
1008456,1,6.099999904632568
1008516,1,5.599999904632568
1008527,1,6.800000190734863
1008538,2,7.1499998569488525
1008548,2,7.3500001430511475
1008549,2,8.299999713897705
1008572,2,7.749999761581421
1008604,2,5.700000047683716
1008623,2,7.3500001430511475
1008634,1,7.300000190734863
1008671,4,7.299999952316284
1008747,1,6.699999809265137
1008807,4,7.325000047683716
1008832,1,6.800000190734863
1008856,2,6.900000095367432
1008922,1,8.399999618530273
1008926,1,5.099999904632568
1009074,1,4.699999809265137
1009107,4,6.424999952316284
1009174,6,7.099999984105428
1009177,1,7.199999809265137
1009179,21,5.680952355975196
1009214,3,6.733333269755046
1009215,5,6.9
1009219,23,7.091304405875828
1009233,3,8.133333365122477
1009234,5,6.800000095367432
1009236,4,6.5
1009237,3,7.0333333015441895
1009238,13,6.899999985328088
1009239,9,6.711111174689399
1009241,5,6.7600000381469725
1009242,9,6.9888888994852705
1009254,2,7.3500001430511475
1009255,3,6.5333333015441895
1009256,18,6.827777756585015
1009257,4,6.675000071525574
1009258,1,6.199999809265137
1009259,1,8.5
1009260,8,6.975000023841858
1009261,3,6.00000015894572
1009262,5,6.780000019073486
1009263,1,6.300000190734863
1009264,1,8.300000190734863
1009265,8,7.287500083446503
1009267,2,6.950000047683716
1009268,1,5.199999809265137
1009269,6,7.616666555404663
1009270,2,5.950000047683716
1009271,7,6.557142802647182
1009272,1,6.5
1009273,3,7.333333333333333
1009274,2,6.099999904632568
1009275,1,5.400000095367432
1009277,1,5.300000190734863
1009278,3,6.100000063578288
1009282,7,6.27142858505249
1009283,6,7.216666618982951
1009284,10,6.910000038146973
1009285,1,7.800000190734863
1009287,2,5.049999952316284
1009288,8,7.300000071525574
1009289,1,6.599999904632568
1009290,2,7.0
1009294,4,6.524999976158142
1009295,12,7.316666603088379
1009296,2,7.0
1009297,8,7.175000011920929
1009298,6,6.583333333333333
1009300,3,6.5333333015441895
1009303,7,6.099999972752163
1009305,2,5.5
1009306,4,6.900000095367432
1009307,1,7.300000190734863
1009308,1,6.900000095367432
1009310,5,6.619999980926513
1009312,1,4.699999809265137
1009313,3,6.866666793823242
